movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0972,Bright Mystery,Stand-up Comedy,Sport,None,1995,54,PG-13,Spanish,USA,6.8,11115414,64610932.91,0,0,FALSE,2024-12-02,FALSE
movie_0286,First Queen,Stand-up Comedy,Thriller,None,1995,63,TV-Y7,Spanish,Germany,7.3,11115414,64610932.91,0,0,FALSE,2022-10-03,TRUE
movie_0297,Secret Mission,Documentary,Thriller,None,1995,99,NC-17,English,USA,4.8,11115414,64610932.91,0,0,FALSE,2022-11-02,FALSE
movie_0051,Hero Mystery,TV Series,Western,Comedy,1995,52,TV-PG,English,USA,8.0,11115414,64610932.91,12,178,FALSE,2023-09-10,FALSE
movie_0082,Bright Phoenix,Movie,Western,None,1995,408,TV-MA,German,South Korea,4.6,8461755,173407724,0,0,TRUE,2021-04-14,FALSE
movie_0897,First Storm,Movie,Western,None,1995,456,TV-MA,English,USA,9.5,11115414,64610932.91,0,0,TRUE,2021-03-10,FALSE
movie_0147,Dark Love,Documentary,Action,None,1996,34,G,Japanese,UK,3.9,11115414,64610932.91,0,0,FALSE,2023-02-11,FALSE
movie_0694,Kingdom Day,Movie,Action,None,1996,89,PG,English,UK,5.9,6072218,37239804,0,0,FALSE,2023-01-14,FALSE
movie_0789,Adventure Quest,Movie,Action,Drama,1996,123,PG,Hindi,UK,5.2,1252871,1563002,0,0,FALSE,2025-02-08,FALSE
movie_0842,Storm Mission,Movie,Action,None,1996,28,PG,Korean,USA,4.4,11115414,2667223,0,0,TRUE,2022-09-24,TRUE
movie_0872,Journey Journey,Documentary,Action,None,1996,46,NC-17,English,USA,7.1,11115414,64610932.91,0,0,FALSE,2022-04-02,FALSE
movie_0147,Dark Love,Documentary,Action,None,1996,34,G,Japanese,UK,3.9,11115414,64610932.91,0,0,FALSE,2023-02-11,FALSE
movie_0347,Story Warrior,TV Series,Comedy,Family,1996,51,NC-17,French,USA,4.9,11115414,64610932.91,9,168,TRUE,2021-05-23,FALSE
movie_0412,Princess Adventure,Limited Series,Comedy,None,1996,68,TV-G,Spanish,USA,3.8,11115414,64610932.91,9,132,FALSE,2025-01-13,FALSE
movie_0597,War Journey,Stand-up Comedy,Comedy,History,1996,77,TV-MA,English,USA,3.6,11115414,64610932.91,0,0,FALSE,2021-12-24,FALSE
movie_0317,Mystery Love,Movie,Drama,None,1996,87,TV-Y,French,South Korea,8.6,11115414,544577,0,0,TRUE,2025-03-25,TRUE
movie_0100,Adventure Dream,Movie,Fantasy,None,1996,99,TV-G,English,Canada,6.0,8590064,64610932.91,0,0,FALSE,2024-07-30,FALSE
movie_0968,First Queen,TV Series,Fantasy,None,1996,46,NC-17,English,USA,5.8,11115414,64610932.91,9,14,FALSE,2024-03-16,FALSE
movie_0274,Story Phoenix,Stand-up Comedy,Horror,None,1996,51,NC-17,Korean,USA,6.8,11115414,64610932.91,0,0,TRUE,2024-11-11,FALSE
movie_0399,Our Ice,Documentary,Horror,None,1996,87,TV-Y7,French,USA,6.8,11115414,64610932.91,0,0,FALSE,2021-12-16,FALSE
movie_0274,Story Phoenix,Stand-up Comedy,Horror,None,1996,51,NC-17,Korean,USA,6.8,11115414,64610932.91,0,0,TRUE,2024-11-11,FALSE
movie_0195,New Phoenix,Limited Series,Music,None,1996,18,NC-17,Korean,Canada,6.4,11115414,64610932.91,6,151,FALSE,2022-06-15,FALSE
movie_0529,Legend Warrior,Movie,Music,None,1996,62,PG,Korean,USA,7.5,11115414,4201576,0,0,FALSE,2024-04-17,FALSE
movie_0467,City Fire,Documentary,Sci-Fi,Fantasy,1996,68,NC-17,English,USA,7.1,11115414,64610932.91,0,0,FALSE,2023-11-05,FALSE
movie_0490,A Storm,Documentary,Sci-Fi,Romance,1996,118,TV-Y,Hindi,Canada,6.3,11115414,64610932.91,0,0,FALSE,2022-11-12,FALSE
movie_0639,Quest Fire,Limited Series,Sport,War,1996,68,TV-Y7,English,Canada,4.8,11115414,64610932.91,11,37,TRUE,2021-05-03,FALSE
movie_0845,Little House,TV Series,Thriller,None,1996,40,TV-MA,Spanish,South Korea,8.0,11115414,64610932.91,12,52,FALSE,2024-03-16,FALSE
movie_0603,Last Kingdom,Movie,War,Crime,1996,113,TV-14,English,USA,6.6,11115414,64610932.91,0,0,FALSE,2024-06-23,FALSE
movie_0509,Queen House,Movie,Western,Fantasy,1996,112,PG,English,USA,6.1,4019610,64610932.91,0,0,FALSE,2025-05-23,FALSE
movie_0634,War Phoenix,Stand-up Comedy,Action,None,1997,74,TV-MA,English,Germany,8.0,11115414,64610932.91,0,0,FALSE,2022-04-20,TRUE
movie_0056,Big Princess,Movie,Adventure,Comedy,1997,137,TV-Y,English,USA,6.2,3593765,2259750,0,0,TRUE,2021-01-18,FALSE
movie_0063,Hero Kingdom,Movie,Adventure,None,1997,165,G,Hindi,UK,6.9,1360448,656952,0,0,FALSE,2021-04-22,FALSE
movie_0560,Ice Queen,Stand-up Comedy,Adventure,None,1997,51,TV-Y,English,Germany,6.3,11115414,64610932.91,0,0,FALSE,2025-04-19,FALSE
movie_0674,Storm Night,TV Series,Adventure,Documentary,1997,77,TV-Y,Italian,India,7.1,11115414,64610932.91,2,26,FALSE,2022-12-01,FALSE
movie_0056,Big Princess,Movie,Adventure,Comedy,1997,137,TV-Y,English,USA,6.2,3593765,2259750,0,0,TRUE,2021-01-18,FALSE
movie_0398,Hero Story,Movie,Animation,None,1997,101,R,English,South Korea,5.5,20876719,64610932.91,0,0,FALSE,2023-09-28,FALSE
movie_0620,Dark Secret,Movie,Animation,None,1997,111,TV-Y7,English,USA,7.9,5640579,96414255,0,0,TRUE,2020-10-28,FALSE
movie_0751,City Secret,Movie,Animation,None,1997,120,TV-MA,German,UK,4.8,19469161,64610932.91,0,0,FALSE,2024-12-29,FALSE
movie_0243,New Quest,Movie,Comedy,None,1997,147,TV-MA,Italian,USA,6.9,1340534,7497976,0,0,TRUE,2022-12-11,FALSE
movie_0282,Secret Ice,Movie,Comedy,Drama,1997,90,TV-Y,English,USA,4.2,2199222,32143697,0,0,FALSE,2024-03-05,TRUE
movie_0866,Love King,TV Series,Comedy,None,1997,75,G,English,Japan,4.1,11115414,64610932.91,10,44,FALSE,2022-10-18,FALSE
movie_0012,Bright War,Movie,Crime,Sci-Fi,1997,95,G,English,South Korea,9.9,11115414,72997481,0,0,FALSE,2025-05-22,FALSE
movie_0168,Love Love,Movie,Crime,Mystery,1997,103,G,English,USA,6.9,5781768,64610932.91,0,0,TRUE,2023-02-13,FALSE
movie_0999,Ice War,Movie,Crime,None,1997,16,TV-Y7,English,USA,7.0,49649970,139707,0,0,FALSE,2024-01-06,FALSE
movie_0006,Kingdom Phoenix,Movie,Documentary,Music,1997,113,PG-13,English,USA,8.0,4214426,792291,0,0,FALSE,2021-01-21,FALSE
movie_0662,Bright Family,Movie,Documentary,None,1997,65,TV-MA,English,USA,7.9,10706001,1631334,0,0,FALSE,2020-09-13,FALSE
movie_0302,Bright Battle,Movie,Drama,None,1997,105,TV-MA,English,USA,6.3,5521994,64610932.91,0,0,FALSE,2021-09-06,FALSE
movie_0506,Love Dream,TV Series,Drama,None,1997,73,TV-PG,French,USA,7.4,11115414,64610932.91,3,73,FALSE,2024-03-12,FALSE
movie_0762,A Mystery,Movie,Family,Western,1997,105,R,English,Japan,7.8,2121696,64610932.91,0,0,TRUE,2021-09-23,FALSE
movie_0332,Queen Dream,Stand-up Comedy,Fantasy,Crime,1997,75,TV-Y7,Spanish,USA,6.5,11115414,64610932.91,0,0,TRUE,2023-07-11,FALSE
movie_0482,Love Battle,TV Series,History,None,1997,32,TV-PG,English,USA,6.3,11115414,64610932.91,3,120,TRUE,2022-10-15,FALSE
movie_0818,Our King,Documentary,History,Biography,1997,71,PG,English,South Korea,6.6,11115414,64610932.91,0,0,TRUE,2021-09-12,TRUE
movie_0170,Phoenix Love,Movie,Horror,None,1997,537,R,English,South Korea,6.1,431570,6675003,0,0,FALSE,2024-03-10,TRUE
movie_0858,Fire Mystery,TV Series,Horror,None,1997,28,TV-PG,French,USA,4.6,11115414,64610932.91,5,68,TRUE,2024-03-21,FALSE
movie_0148,War Storm,TV Series,Mystery,None,1997,66,TV-Y7,Spanish,USA,8.9,11115414,64610932.91,1,101,TRUE,2022-07-29,FALSE
movie_0315,Big Hero,Stand-up Comedy,Mystery,Fantasy,1997,51,R,English,Canada,7.9,11115414,64610932.91,0,0,TRUE,2021-02-05,FALSE
movie_0841,Day Mystery,Movie,Mystery,None,1997,113,PG,French,USA,6.0,4169507,219618052,0,0,FALSE,2024-02-03,FALSE
movie_0990,Big Quest,Documentary,Mystery,None,1997,28,G,English,USA,3.4,11115414,64610932.91,0,0,FALSE,2025-04-20,FALSE
movie_0588,Queen Queen,Movie,Sci-Fi,None,1997,122,TV-Y,English,India,2.5,447581,391734641,0,0,FALSE,2023-09-15,FALSE
movie_0996,Secret Mission,TV Series,Sci-Fi,None,1997,69,NC-17,English,South Korea,6.4,11115414,64610932.91,2,24,FALSE,2021-05-28,TRUE
movie_0996,Secret Mission,TV Series,Sci-Fi,None,1997,69,NC-17,English,South Korea,6.4,11115414,64610932.91,2,24,FALSE,2021-05-28,TRUE
movie_0965,Empire Legend,Movie,Sport,Western,1997,29,PG-13,Spanish,Canada,3.5,1437629,5514939,0,0,FALSE,2020-08-06,FALSE
movie_0421,Legend Love,Documentary,War,None,1997,66,PG,English,USA,5.2,11115414,64610932.91,0,0,FALSE,2025-05-30,FALSE
movie_0459,Ice Phoenix,Movie,War,None,1997,98,TV-MA,English,USA,8.1,11115414,2089087,0,0,TRUE,2024-08-04,TRUE
movie_0495,City Legend,TV Series,War,Biography,1997,44,PG,English,USA,7.7,11115414,64610932.91,7,64,TRUE,2024-01-14,FALSE
movie_0684,Dragon Mission,Movie,War,Fantasy,1997,137,TV-G,English,USA,4.6,4450850,64610932.91,0,0,FALSE,2021-01-30,FALSE
movie_0204,My Quest,Movie,Action,None,1998,100,TV-14,English,UK,5.3,1055495,1732903,0,0,FALSE,2023-04-24,TRUE
movie_0879,Storm Fire,TV Series,Action,Family,1998,37,TV-Y,English,USA,7.5,11115414,64610932.91,7,65,FALSE,2025-03-16,FALSE
movie_0532,First Phoenix,TV Series,Adventure,Thriller,1998,36,TV-14,English,USA,6.3,11115414,64610932.91,13,15,FALSE,2025-04-11,FALSE
movie_0473,Journey House,Movie,Animation,Drama,1998,95,NC-17,German,USA,5.5,1622983,64610932.91,0,0,TRUE,2021-11-01,FALSE
movie_0595,An Empire,TV Series,Animation,None,1998,28,PG-13,English,France,8.3,11115414,64610932.91,8,104,TRUE,2022-06-30,FALSE
movie_0683,Little Dream,Limited Series,Animation,Documentary,1998,61,TV-Y7,English,USA,3.7,11115414,64610932.91,7,120,TRUE,2024-07-08,TRUE
movie_0086,Big Adventure,Documentary,Biography,Family,1998,68,G,English,UK,0.6,11115414,64610932.91,0,0,TRUE,2024-07-11,FALSE
movie_0792,Princess King,Movie,Biography,None,1998,146,TV-PG,English,Japan,6.8,2068155,57012483,0,0,FALSE,2025-06-10,FALSE
movie_0110,Queen Day,Movie,Comedy,Adventure,1998,122,NC-17,English,USA,5.5,3551286,64610932.91,0,0,TRUE,2022-06-03,FALSE
movie_0188,Our Hero,Movie,Comedy,None,1998,111,TV-PG,English,USA,9.3,6199801,15193445,0,0,FALSE,2022-09-12,FALSE
movie_0334,Story Warrior,Limited Series,Comedy,None,1998,39,TV-14,Hindi,India,6.2,11115414,64610932.91,13,31,FALSE,2022-10-31,FALSE
movie_0824,War Queen,Movie,Comedy,None,1998,136,PG-13,English,Japan,6.3,14508562,7872086,0,0,FALSE,2021-03-22,FALSE
movie_0843,War Fire,Movie,Comedy,Family,1998,60,PG-13,English,USA,4.8,2630439,64610932.91,0,0,FALSE,2024-03-28,FALSE
movie_0728,Phoenix Day,Stand-up Comedy,Crime,None,1998,89,TV-Y7,English,UK,7.6,11115414,64610932.91,0,0,FALSE,2025-04-11,FALSE
movie_0084,Night Phoenix,Movie,Documentary,Crime,1998,114,PG,English,Germany,6.8,11115414,39250966,0,0,TRUE,2023-09-08,TRUE
movie_0731,House Mission,Movie,Documentary,None,1998,123,TV-Y,English,Canada,8.6,821338,2563997,0,0,TRUE,2024-10-27,FALSE
movie_0485,Bright Queen,Movie,Drama,None,1998,133,NC-17,French,USA,7.8,3337484,33861358,0,0,FALSE,2023-11-06,FALSE
movie_0197,Adventure War,Documentary,History,Biography,1998,78,TV-MA,French,South Korea,7.3,11115414,64610932.91,0,0,TRUE,2021-10-04,FALSE
movie_0686,Night Princess,TV Series,History,War,1998,12,TV-14,English,Canada,6.4,11115414,64610932.91,11,41,FALSE,2022-09-21,FALSE
movie_0029,Dark Princess,Movie,Horror,Sport,1998,117,PG,English,Japan,5.4,11115414,6128075,0,0,FALSE,2022-04-16,FALSE
movie_0537,New Story,Movie,Horror,None,1998,67,PG-13,Italian,UK,5.6,3291844,9314738,0,0,TRUE,2022-08-16,TRUE
movie_0982,Storm Dream,Movie,Horror,None,1998,99,TV-PG,Japanese,Japan,9.2,9850569,8806633,0,0,FALSE,2024-05-09,FALSE
movie_0537,New Story,Movie,Horror,None,1998,67,PG-13,Italian,UK,5.6,3291844,9314738,0,0,TRUE,2022-08-16,TRUE
movie_0920,Story Warrior,Movie,Music,None,1998,129,R,English,Canada,10.0,1568923,910439,0,0,FALSE,2021-07-11,FALSE
movie_0454,Princess Queen,Movie,Mystery,None,1998,113,NC-17,Hindi,UK,6.6,357135,1413140,0,0,FALSE,2022-07-31,FALSE
movie_0211,Kingdom Princess,TV Series,Romance,None,1998,39,PG-13,Italian,USA,6.1,11115414,64610932.91,2,97,FALSE,2022-04-12,FALSE
movie_0780,Dream Warrior,Movie,Romance,Action,1998,93,TV-Y,Spanish,USA,10.0,1359172,2925013,0,0,FALSE,2022-07-09,FALSE
movie_0971,Warrior Empire,TV Series,Romance,None,1998,48,NC-17,German,Canada,6.3,11115414,64610932.91,9,107,FALSE,2022-04-21,FALSE
movie_0022,First Mystery,Movie,Sci-Fi,None,1998,115,TV-PG,English,South Korea,6.3,2934549,40080746,0,0,TRUE,2022-09-12,FALSE
movie_0154,Bright Phoenix,TV Series,Sci-Fi,None,1998,19,TV-Y,Italian,UK,5.0,11115414,64610932.91,14,187,TRUE,2024-01-15,FALSE
movie_0963,War Dream,Limited Series,Sci-Fi,None,1998,24,NC-17,English,USA,6.7,11115414,64610932.91,11,30,TRUE,2025-05-18,FALSE
movie_0811,Battle King,TV Series,Thriller,Drama,1998,22,TV-MA,English,Canada,5.2,11115414,64610932.91,13,177,TRUE,2020-11-24,FALSE
movie_0044,Dragon City,Stand-up Comedy,War,Documentary,1998,379,TV-G,English,USA,5.2,11115414,64610932.91,0,0,FALSE,2023-01-31,FALSE
movie_0517,Storm Legend,TV Series,War,None,1998,48,TV-MA,English,Japan,6.0,11115414,64610932.91,9,85,FALSE,2021-07-21,FALSE
movie_0921,Phoenix House,Movie,War,Thriller,1998,114,TV-MA,Hindi,Japan,7.1,11115414,17204463,0,0,FALSE,2024-01-14,FALSE
movie_0517,Storm Legend,TV Series,War,None,1998,48,TV-MA,English,Japan,6.0,11115414,64610932.91,9,85,FALSE,2021-07-21,FALSE
movie_0169,Storm Day,TV Series,Western,None,1998,53,TV-PG,English,Canada,6.9,11115414,64610932.91,13,81,FALSE,2025-01-20,FALSE
movie_0226,A Dream,Stand-up Comedy,Western,None,1998,67,TV-MA,English,USA,5.7,11115414,64610932.91,0,0,FALSE,2022-03-23,FALSE
movie_0499,Family Story,TV Series,Western,None,1998,43,TV-Y7,English,USA,7.9,11115414,64610932.91,10,163,FALSE,2023-10-01,FALSE
movie_0545,Little Mission,Documentary,Western,None,1998,90,G,Spanish,USA,8.6,11115414,64610932.91,0,0,TRUE,2022-02-22,FALSE
movie_0134,Story Night,Stand-up Comedy,Adventure,Animation,1999,52,PG,Spanish,France,7.3,11115414,64610932.91,0,0,FALSE,2023-08-24,FALSE
movie_0629,Adventure Secret,Documentary,Adventure,None,1999,104,TV-MA,Japanese,USA,8.2,11115414,64610932.91,0,0,TRUE,2023-11-14,FALSE
movie_0787,An Family,Movie,Animation,None,1999,11,TV-PG,Italian,USA,6.5,11115414,3662515,0,0,FALSE,2024-02-08,FALSE
movie_0833,Mystery Mystery,Movie,Biography,None,1999,114,PG,Korean,USA,4.0,42562175,4613013,0,0,FALSE,2022-09-13,FALSE
movie_0947,Secret Mission,Movie,Biography,None,1999,84,PG-13,Spanish,USA,9.3,7872425,5076773,0,0,FALSE,2023-04-23,FALSE
movie_0186,Old House,TV Series,Comedy,None,1999,70,TV-G,English,USA,6.3,11115414,64610932.91,9,151,FALSE,2024-03-08,TRUE
movie_0583,Hero Ice,Movie,Comedy,None,1999,101,PG,English,USA,6.8,3951401,32741225,0,0,FALSE,2023-07-24,FALSE
movie_0433,Our City,Movie,Crime,None,1999,113,TV-MA,English,France,6.5,11115414,2627409,0,0,FALSE,2024-07-19,TRUE
movie_0414,Adventure Queen,TV Series,Documentary,Drama,1999,42,G,English,Germany,7.4,11115414,64610932.91,13,141,TRUE,2025-07-19,FALSE
movie_0953,Bright Love,Documentary,Drama,Western,1999,108,TV-G,Spanish,South Korea,5.0,11115414,64610932.91,0,0,FALSE,2020-11-27,FALSE
movie_0016,Last Dream,TV Series,Family,None,1999,54,PG-13,Spanish,USA,6.0,11115414,64610932.91,7,139,FALSE,2022-01-19,FALSE
movie_0078,Little War,Movie,Fantasy,Mystery,1999,143,NC-17,Hindi,USA,6.3,1035450,64610932.91,0,0,FALSE,2022-03-30,FALSE
movie_0487,Mystery Secret,Documentary,History,Biography,1999,75,TV-Y7,Korean,USA,6.6,11115414,64610932.91,0,0,FALSE,2021-05-26,FALSE
movie_0294,King Kingdom,Movie,Horror,Western,1999,118,TV-MA,English,Canada,8.5,3103842,1012901,0,0,FALSE,2025-05-01,FALSE
movie_0503,An Dragon,TV Series,Horror,None,1999,31,R,Japanese,USA,7.0,11115414,64610932.91,7,80,FALSE,2020-08-03,FALSE
movie_0850,Mystery City,Movie,Horror,None,1999,109,TV-Y,English,USA,4.3,50678574,64610932.91,0,0,TRUE,2022-09-03,TRUE
movie_0183,House Phoenix,TV Series,Music,Romance,1999,42,G,English,USA,6.3,11115414,64610932.91,14,85,TRUE,2024-05-04,FALSE
movie_0356,Love Empire,TV Series,Music,History,1999,43,TV-PG,Korean,USA,7.9,11115414,64610932.91,14,67,FALSE,2023-07-28,FALSE
movie_0942,King Legend,Stand-up Comedy,Mystery,None,1999,98,TV-14,English,Canada,5.9,11115414,64610932.91,0,0,TRUE,2022-12-31,TRUE
movie_0491,New Warrior,Documentary,Romance,None,1999,80,PG,English,Japan,8.1,11115414,64610932.91,0,0,FALSE,2025-06-18,TRUE
movie_0685,Family Mystery,Stand-up Comedy,Romance,None,1999,522,TV-G,Korean,USA,5.9,11115414,64610932.91,0,0,FALSE,2024-12-14,FALSE
movie_0393,A Storm,Stand-up Comedy,Sci-Fi,None,1999,57,TV-MA,English,South Korea,7.7,11115414,64610932.91,0,0,FALSE,2020-12-07,FALSE
movie_0486,Story Warrior,Movie,Sci-Fi,None,1999,126,TV-14,English,South Korea,6.4,857249,816259,0,0,TRUE,2023-01-04,FALSE
movie_0570,Mission Storm,Stand-up Comedy,Sci-Fi,War,1999,87,TV-G,German,USA,5.8,11115414,64610932.91,0,0,FALSE,2023-08-31,FALSE
movie_0445,Secret Family,Movie,Thriller,Fantasy,1999,76,TV-Y7,English,UK,4.6,460104,11699392,0,0,FALSE,2022-08-05,FALSE
movie_0796,Bright Mystery,Movie,War,Documentary,1999,140,TV-14,English,USA,6.3,301637,12090436,0,0,TRUE,2022-12-13,FALSE
movie_0149,The Fire,Documentary,Action,None,2000,364,TV-PG,Spanish,USA,3.0,11115414,64610932.91,0,0,FALSE,2023-09-12,FALSE
movie_0292,Family Princess,Movie,Adventure,None,2000,67,G,English,France,8.4,11115414,35807632,0,0,FALSE,2023-05-17,FALSE
movie_0884,Queen King,Movie,Animation,None,2000,74,TV-G,English,Japan,9.0,3791520,64610932.91,0,0,FALSE,2021-07-30,FALSE
movie_0633,Warrior Ice,TV Series,Biography,History,2000,43,TV-G,English,USA,6.6,11115414,64610932.91,6,29,TRUE,2020-09-15,FALSE
movie_0747,Last King,Movie,Biography,None,2000,120,PG,Japanese,South Korea,9.3,11115414,64610932.91,0,0,FALSE,2023-04-21,FALSE
movie_0026,Last Love,TV Series,Comedy,None,2000,78,PG,English,India,8.6,11115414,64610932.91,10,121,FALSE,2025-02-23,FALSE
movie_0730,Adventure Fire,Documentary,Comedy,None,2000,91,R,Spanish,France,5.1,11115414,64610932.91,0,0,FALSE,2025-01-19,FALSE
movie_0032,House Hero,TV Series,Crime,None,2000,31,TV-Y7,German,UK,6.3,11115414,64610932.91,3,24,FALSE,2024-02-13,FALSE
movie_0939,Dragon War,TV Series,Crime,None,2000,66,TV-Y7,English,Canada,6.2,11115414,64610932.91,10,117,FALSE,2021-07-08,FALSE
movie_0184,Legend House,Documentary,Documentary,None,2000,84,PG-13,English,USA,7.3,11115414,64610932.91,0,0,TRUE,2021-06-26,FALSE
movie_0526,Journey Warrior,Stand-up Comedy,Drama,Drama,2000,61,TV-14,English,Canada,6.3,11115414,64610932.91,0,0,FALSE,2023-02-20,FALSE
movie_0108,First Phoenix,Movie,Fantasy,None,2000,128,TV-G,Italian,USA,7.8,747506,151826737,0,0,FALSE,2021-03-14,TRUE
movie_0766,Mission Empire,Movie,Fantasy,None,2000,131,TV-Y7,English,UK,8.4,195174,64610932.91,0,0,TRUE,2021-04-01,TRUE
movie_0745,Warrior Mystery,TV Series,Music,Animation,2000,54,TV-MA,English,USA,6.3,11115414,64610932.91,7,157,FALSE,2025-04-29,TRUE
movie_0732,Legend Ice,Stand-up Comedy,Mystery,None,2000,35,TV-PG,English,USA,6.0,11115414,64610932.91,0,0,TRUE,2021-03-18,FALSE
movie_0804,Battle Queen,Movie,Mystery,None,2000,118,TV-Y,English,UK,7.0,11115414,64610932.91,0,0,FALSE,2025-01-22,FALSE
movie_0909,Day Mission,Movie,Romance,Fantasy,2000,86,PG-13,German,USA,7.1,3817917,7105587,0,0,FALSE,2021-09-12,FALSE
movie_0129,Mission Fire,Stand-up Comedy,Sci-Fi,Crime,2000,36,TV-Y7,English,USA,6.3,11115414,64610932.91,0,0,TRUE,2023-10-10,FALSE
movie_0985,Queen Night,Documentary,Sci-Fi,None,2000,89,TV-14,French,France,7.7,11115414,64610932.91,0,0,FALSE,2024-01-21,FALSE
movie_0578,Little Phoenix,TV Series,Sport,Horror,2000,55,PG-13,Hindi,USA,6.6,11115414,64610932.91,3,29,FALSE,2023-06-19,FALSE
movie_0723,House Day,Documentary,Thriller,None,2000,128,TV-MA,Hindi,UK,8.0,11115414,64610932.91,0,0,FALSE,2025-02-25,FALSE
movie_0910,Night Battle,Stand-up Comedy,Thriller,Western,2000,62,PG,English,USA,6.2,11115414,64610932.91,0,0,FALSE,2021-03-21,FALSE
movie_0950,War Day,TV Series,Thriller,None,2000,55,TV-14,Korean,USA,6.1,11115414,64610932.91,11,184,FALSE,2024-03-30,FALSE
movie_0531,Last Night,Movie,Western,Biography,2000,106,PG,English,Japan,10.0,11115414,136292673,0,0,FALSE,2025-04-01,FALSE
movie_0704,Dark Mystery,Movie,Western,None,2000,144,PG,English,USA,6.3,1579910,64610932.91,0,0,FALSE,2024-11-06,FALSE
movie_0873,The City,Movie,Western,Music,2000,130,NC-17,English,USA,5.5,5203135,14104172,0,0,TRUE,2024-03-19,TRUE
movie_0098,A War,Stand-up Comedy,Adventure,None,2001,77,PG-13,English,USA,6.4,11115414,64610932.91,0,0,TRUE,2022-07-27,FALSE
movie_0136,First House,Documentary,Adventure,None,2001,404,NC-17,English,Canada,1.0,11115414,64610932.91,0,0,FALSE,2023-05-25,FALSE
movie_0929,Fire King,Movie,Adventure,None,2001,144,G,English,USA,6.4,6055248,54612,0,0,FALSE,2023-01-26,FALSE
movie_0956,A Love,Stand-up Comedy,Adventure,None,2001,97,G,English,USA,8.4,11115414,64610932.91,0,0,FALSE,2023-01-20,FALSE
movie_0504,Princess Queen,TV Series,Animation,Adventure,2001,36,R,English,USA,8.4,11115414,64610932.91,11,8,FALSE,2023-10-08,FALSE
movie_0556,Empire Princess,Documentary,Animation,None,2001,108,TV-Y,English,USA,6.8,11115414,64610932.91,0,0,FALSE,2023-09-10,FALSE
movie_0869,Old City,Movie,Animation,None,2001,74,G,English,USA,5.8,341904,6047181,0,0,FALSE,2023-03-10,FALSE
movie_0342,Adventure Story,Movie,Biography,None,2001,103,TV-Y7,English,USA,7.4,1502147,123063274,0,0,FALSE,2023-07-03,FALSE
movie_0844,Journey Story,Movie,Comedy,Comedy,2001,67,R,English,USA,5.1,1204081,64610932.91,0,0,FALSE,2024-09-25,TRUE
movie_0946,Quest Warrior,Movie,Comedy,Action,2001,83,G,English,France,6.5,10571426,2106307,0,0,FALSE,2023-09-28,FALSE
movie_0366,War Dragon,Limited Series,Crime,Family,2001,24,TV-14,English,Canada,8.2,11115414,64610932.91,10,185,FALSE,2024-07-19,FALSE
movie_0576,Love Kingdom,Movie,Crime,None,2001,104,G,Hindi,France,7.1,5073775,64610932.91,0,0,FALSE,2024-09-13,FALSE
movie_0246,Empire Adventure,Documentary,Documentary,None,2001,71,NC-17,English,UK,1.2,11115414,64610932.91,0,0,FALSE,2022-10-12,FALSE
movie_0810,Love Battle,Movie,Documentary,None,2001,94,TV-Y,English,UK,7.5,2350232,64610932.91,0,0,FALSE,2024-05-09,FALSE
movie_0813,Secret Night,Movie,Documentary,Drama,2001,146,TV-Y7,English,UK,6.3,14288760,3455247,0,0,TRUE,2021-07-08,FALSE
movie_0159,Battle Family,Movie,Drama,Mystery,2001,121,NC-17,Korean,India,7.7,6129856,6244192,0,0,FALSE,2023-01-23,FALSE
movie_0900,Ice Love,Documentary,Drama,None,2001,66,NC-17,Japanese,USA,9.5,11115414,64610932.91,0,0,TRUE,2022-07-24,FALSE
movie_0593,Queen Dragon,Documentary,Family,Family,2001,72,TV-14,Spanish,Germany,6.3,11115414,64610932.91,0,0,TRUE,2022-04-24,FALSE
movie_0097,Secret War,Movie,Fantasy,None,2001,102,TV-Y,Hindi,Canada,3.1,2137471,36710118,0,0,FALSE,2021-05-15,FALSE
movie_0345,Dark Secret,TV Series,Fantasy,None,2001,64,NC-17,English,USA,7.5,11115414,64610932.91,3,146,FALSE,2023-02-19,FALSE
movie_0735,Princess Hero,Documentary,Fantasy,Biography,2001,107,PG,German,USA,9.2,11115414,64610932.91,0,0,FALSE,2024-04-01,TRUE
movie_0257,Dragon King,Movie,History,None,2001,109,PG-13,English,Japan,6.6,3393573,40319055,0,0,TRUE,2022-07-25,FALSE
movie_0559,Mystery Dragon,Documentary,Romance,None,2001,73,TV-Y7,English,South Korea,6.3,11115414,64610932.91,0,0,TRUE,2021-07-05,FALSE
movie_0638,Quest Family,TV Series,Romance,None,2001,65,G,English,USA,6.1,11115414,64610932.91,8,25,FALSE,2024-05-16,FALSE
movie_0973,Dark Kingdom,TV Series,Romance,None,2001,66,R,German,USA,6.2,11115414,64610932.91,3,133,TRUE,2022-10-03,FALSE
movie_0157,Last Ice,Documentary,Sport,None,2001,77,R,German,USA,10.0,11115414,64610932.91,0,0,FALSE,2022-02-15,FALSE
movie_0104,Mystery Mystery,Movie,War,Fantasy,2001,107,TV-Y,English,South Korea,6.3,11115414,13208249,0,0,FALSE,2024-11-24,FALSE
